Datetime,Username,Url,Rule,Disconnected
2022-12-14 23:34:54+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/3a0d9da1-5b85-4368-b2e6-bc4e1966974d,hoko,False
2022-12-14 23:33:51+09:00,YDKK,https://stat.ink/@YDKK/spl3/e69f6c1e-2a1d-490f-bb80-0fe89138bac4,hoko,False
2022-12-14 23:33:50+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/e22439fc-96f6-47ca-ace8-f49176f01a1b,hoko,False
2022-12-14 23:32:00+09:00,inkognito,https://stat.ink/@inkognito/spl3/292930fc-2f4e-4965-84ae-44a11a9229e9,hoko,True
2022-12-14 23:31:47+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/12f146ac-9f4d-4de9-98c7-36804983f5c2,hoko,False
2022-12-14 23:31:15+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/f0ebdf89-6f3c-417d-97b0-487695060f9a,hoko,False
2022-12-14 23:30:26+09:00,ore,https://stat.ink/@ore/spl3/2d187ed4-ceb4-4432-b591-8da4919a4164,hoko,False
2022-12-14 23:28:26+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/0a81ca88-0d83-4e96-810c-964ee0409538,hoko,False
2022-12-14 23:27:06+09:00,YDKK,https://stat.ink/@YDKK/spl3/1e74dd38-e372-44dd-8ab2-9b234cf0c068,hoko,False
2022-12-14 23:26:53+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/93ed9eb2-16f8-42ea-9114-9d363da8ead4,hoko,False
2022-12-14 23:26:10+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/bd70d259-cabc-45eb-9e52-96c75ae6aa1e,hoko,False
2022-12-14 23:24:09+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/b09946c0-fa6d-4793-bbff-3a2069d23f26,hoko,False
2022-12-14 23:23:42+09:00,ore,https://stat.ink/@ore/spl3/0ce7b723-2248-4fcf-b2a2-6617432b37ae,hoko,False
2022-12-14 23:22:01+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/81d18758-f4ff-4af7-94a8-85c4ea937e67,hoko,False
2022-12-14 23:21:09+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/27090c98-afd2-4137-9b29-ecb81c3f5e47,hoko,False
2022-12-14 23:20:08+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/e5599777-9669-49e3-9123-655c4176f281,hoko,False
2022-12-14 23:17:15+09:00,ore,https://stat.ink/@ore/spl3/3775d33a-54b7-43fd-8eab-77935af3f8a8,hoko,False
2022-12-14 23:15:45+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/878eeb59-326f-4454-b460-b63a9ead1b75,hoko,True
2022-12-14 23:14:49+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/dfab18d5-30a7-4526-bdfe-d5da5aa3f457,hoko,False
